Date_Observed,ra,dec,SIMBAD_Name,Source_Type
26-04-2020,190.99,16.381667,3C 275.1,QSO
28-04-2020,254.457542,35.342333,V* HZ Her,LMXB
30-04-2020,186.939974,13.008826,2MASS J12274565+1300314,X
01-05-2020,188.332383,12.853547,IC 3492,GinCl
01-05-2020,186.860433,11.107662,NGC  4429,GinGroup
02-05-2020,184.706771,14.416489,M  99,HII_G
02-05-2020,189.207567,13.162869,M  90,Seyfert_2
03-05-2020,190.895833,13.12635,0,0
03-05-2020,353.6145,-36.1011,IC 5332,GinGroup
07-05-2020,13.639292,-73.683694,X SMC X-2,HMXB
08-05-2020,166.697917,72.568611,[MWP92] A,Radio
11-05-2020,187.737967,11.483531,NGC  4491,GinGroup
11-05-2020,190.355879,13.729414,NGC  4611,Galaxy
12-05-2020,12.08,85.223917,Cl* NGC  188    DGV     702,Star
12-05-2020,341.515417,-11.001111,NGC  7371,Galaxy
13-05-2020,190.986,13.1264,NGC  4654,GinPair
13-05-2020,347.447,-43.4279,NGC  7496,AGN
14-05-2020,189.207583,13.1629,M  90,Seyfert_2
14-05-2020,307.888333,-7.088333,PN A66   70,PN
15-05-2020,133.703625,20.108511,QSO J0854+2006,BLLac
20-05-2020,237.391917,70.348089,0,0
21-05-2020,188.173933,14.051614,IC 3476,GinGroup
21-05-2020,325.73325,-30.132753,6dFGS gJ214256.0-300758,Galaxy
22-05-2020,313.131833,29.681722,NAME Teutsch GN J2052.5+2940,PN?
23-05-2020,311.704458,31.477833,0,0
23-05-2020,312.122167,29.723278,Gaia DR2 1858290202747590528,Candidate_WD*
24-05-2020,201.392,-54.245314,V* DY Cen,Erupt*RCrB
27-05-2020,345.815308,8.873689,[RLA2011] A,IR
30-05-2020,150.751458,68.824064,0,0
30-05-2020,149.975792,68.638019,TYC 4383-805-1,Star
31-05-2020,203.654167,37.912222,[LDP2005] 112,X
31-05-2020,211.108021,-17.227931,IC  972,PN
01-06-2020,219.750875,64.291661,V* EK Dra,BYDra
03-06-2020,305.0365,16.731664,IC 4997,PN
03-06-2020,214.766667,52.87,EGSIRAC J141903.11+525203.2,Galaxy
06-06-2020,204.896083,-67.381044,PN MyCn   18,PN
06-06-2020,305.378054,40.446122,[WRR2011] 20,X
07-06-2020,348.702083,-43.599944,NGC  7531,GinGroup
09-06-2020,139.006208,-36.627056,NGC  2818,PN
11-06-2020,129.3125,-29.955,NGC  2627,OpCl
14-06-2020,237.391917,70.348089,0,0
16-06-2020,190.99,16.381667,3C 275.1,QSO
18-06-2020,226.005004,10.43782,Mrk  841,Seyfert_1
19-06-2020,160.990417,11.703806,M  95,GinPair
22-06-2020,203.669875,-23.445889,6dFGS gJ133440.8-232645,Galaxy
23-06-2020,200.324221,42.587606,2MASX J13211781+4235153,Seyfert_2
24-06-2020,341.515417,-11.001111,NGC  7371,Galaxy
24-06-2020,241.8875,54.641944,0,0
26-06-2020,178.253667,-42.234389,TYC 7750-811-1,Star
26-06-2020,158.742542,-29.094472,0,0
27-06-2020,209.223417,10.525225,0,0
27-06-2020,217.625,13.653333,NAME Teacup AGN,Seyfert_2
27-06-2020,204.25375,-29.865417,[GRL91] 1,PartofG
28-06-2020,214.843417,-26.644722,ESO 511-30,Seyfert_1
29-06-2020,14.972,31.826909,Mrk  352,Seyfert_1
02-07-2020,315.757692,-14.260025,MCG-02-53-023,Galaxy
03-07-2020,189.207583,13.1629,M  90,Seyfert_2
03-07-2020,351.2,-40.66,0,0
05-07-2020,203.975,-34.295556,ESO 383-35,Seyfert_1
14-07-2020,243.179167,-52.423056,V* QX Nor,LMXB
15-07-2020,203.975,-34.295556,ESO 383-35,Seyfert_1
21-07-2020,12.196421,31.956968,NGC   262,Seyfert_2
22-07-2020,33.679208,59.485,Cl Stock    2,OpCl
23-07-2020,210.190917,59.3287,NGC  5430,EmG
24-07-2020,248.699583,-47.3,0,0
25-07-2020,259.358333,51.216111,0,0
25-07-2020,257.636042,-36.017147,Gaia DR2 5976957990418246784,Candidate_RRLyr
25-07-2020,262.934042,-16.961361,V* V2216 Oph,LMXB
31-07-2020,37.15875,-73.874139,0,0
31-07-2020,33.2625,-74.081028,[DI91]  776,Star
01-08-2020,29.504167,-74.237472,SSTISAGEMA J015757.08-741339.4,PM*
01-08-2020,27.872083,-74.240472,SSTISAGEMA J015127.30-741357.6,Star
01-08-2020,214.773292,-14.0129,0,0
02-08-2020,237.391917,70.348089,0,0
04-08-2020,52.8,43.904278,V* GK Per,Nova
07-08-2020,257.226958,-44.102042,4U 1705-44,LMXB
08-08-2020,45.414917,-8.112556,[VV2003c] J030139.6-080645,Seyfert_1
09-08-2020,66.503017,-57.20027,LB  1727,Seyfert_1
12-08-2020,10.4706,-73.382918,2MASS J00415532-7323023,Candidate_RGB*
12-08-2020,10.841592,-73.030698,2MASS J00432266-7301445,Candidate_RGB*
12-08-2020,11.4887,-72.731306,2MASS J00460099-7243534,Candidate_RGB*
12-08-2020,238.818375,35.723514,SDSS J155516.41+354324.7,BClG
12-08-2020,244.177667,20.955586,SDSS J161642.63+205720.1,Galaxy
12-08-2020,48.067542,-55.216222,NGC  1261,GlCl
14-08-2020,274.005787,-14.036283,V* NP Ser,LMXB
15-08-2020,217.1505,46.12,SDSS J142838.24+460721.9,Galaxy
16-08-2020,216.6,46.8,SDSS J142621.58+464823.7,QSO
16-08-2020,215.85,46.1,LAMOST J142324.13+460602.0,QSO
18-08-2020,277.382421,48.746155,ICRF J182931.7+484446,Seyfert_1
19-08-2020,273.349021,-12.766953,PSR J1813-1246,Pulsar
21-08-2020,57.346583,-11.990833,QSO B0347-121,BLLac
21-08-2020,12.114308,-72.429906,2MASS J00483109-7225476,Candidate_RGB*
21-08-2020,12.719367,-72.126596,SSTISAGEMA J005051.26-720748.3,Candidate_RGB*
21-08-2020,83.633083,22.0145,M   1,SNR
22-08-2020,83.633083,22.0145,M   1,SNR
23-08-2020,237.391917,70.348089,0,0
24-08-2020,80.116833,-71.964806,X LMC X-2,LMXB
26-08-2020,68.847,55.376,NAME ATLAS 19bcxp,Transient
26-08-2020,12.07785,-73.04092,2MASS J00482134-7302268,Candidate_RGB*
27-08-2020,80.116833,-71.964806,X LMC X-2,LMXB
29-08-2020,83.633083,22.0145,M   1,SNR
06-09-2020,51.17125,34.179444,QSO J0324+3410,BLLac
08-09-2020,274.005787,-14.036283,V* NP Ser,LMXB
09-09-2020,83.633083,22.0145,M   1,SNR
09-09-2020,10.757621,-73.641332,SSTISAGEMA J004301.43-733841.3,Candidate_RGB*
09-09-2020,13.3048,-71.821469,OGLE SMC-RRLYR-1230,RRLyr
09-09-2020,11.429308,-73.342168,ABW-A 156,C*
10-09-2020,26.9285,-52.7619,NGC   685,Galaxy
10-09-2020,85.889583,-68.373056,2E  1550,XB
13-09-2020,83.633083,22.0145,M   1,SNR
14-09-2020,284.146292,-37.908472,RX J1856.6-3754,Neutron*
15-09-2020,83.633083,22.0145,M   1,SNR
16-09-2020,284.146292,-37.908472,RX J1856.6-3754,Neutron*
17-09-2020,329.4195,-80.358,FRB 190711,radioBurst
17-09-2020,12.07785,-73.04092,2MASS J00482134-7302268,Candidate_RGB*
17-09-2020,12.704317,-72.737694,2MASS J00505037-7244121,Candidate_RGB*
17-09-2020,13.309729,-72.43259,SSTISAGEMA J005315.28-722600.7,Candidate_RGB*
17-09-2020,15.070171,-72.117741,OGLE SMC108.3  15735,EB*
17-09-2020,12.688158,-73.348788,SSTISAGEMA J005043.91-732051.3,Candidate_RGB*
18-09-2020,329.4195,-80.358,FRB 190711,radioBurst
18-09-2020,257.226958,-44.102042,4U 1705-44,LMXB
19-09-2020,13.315017,-73.0437,2MASS J00531617-7302289,Candidate_RGB*
19-09-2020,13.920304,-72.736767,2MASS J00553808-7244031,Candidate_RGB*
19-09-2020,329.4195,-80.358,FRB 190711,radioBurst
19-09-2020,251.44875,-45.611111,4U 1642-45,LMXB
22-09-2020,237.391917,70.348089,0,0
23-09-2020,83.633083,22.0145,M   1,SNR
26-09-2020,12.08,85.223917,Cl* NGC  188    DGV     702,Star
26-09-2020,83.633083,22.0145,M   1,SNR
30-09-2020,12.08,85.223917,Cl* NGC  188    DGV     702,Star
30-09-2020,51.17125,34.179444,QSO J0324+3410,BLLac
01-10-2020,288.798125,10.945767,Granat 1915+105,HMXB
02-10-2020,308.063642,37.637456,V* V2246 Cyg,HMXB
05-10-2020,12.08,85.223917,Cl* NGC  188    DGV     702,Star
05-10-2020,264.495,-37.772,XTE J1737-376,Candidate_HMXB
07-10-2020,295.66935,-10.323492,NGC  6814,Seyfert_1
15-10-2020,12.08,85.223917,Cl* NGC  188    DGV     702,Star
16-10-2020,277.673792,-6.754861,GRB 201010A,X
31-10-2020,15.009021,-71.506913,SSTISAGEMA J010002.16-713024.5,Candidate_RGB*
31-10-2020,12.038654,-73.651933,TYC 9141-7575-1,Star
31-10-2020,14.505033,-72.428086,2MASS J00580230-7225519,Candidate_RGB*
31-10-2020,15.616629,-71.805817,OGLE SMC114.8    537,PM*
31-10-2020,13.320704,-73.654816,2MASS J00531826-7339228,Candidate_RGB*
31-10-2020,14.552054,-73.039034,2MASS J00581120-7302240,Candidate_RGB*
31-10-2020,15.135671,-72.728528,OGLE SMC-SC9  13451,deltaCep
31-10-2020,15.699283,-72.416398,SMC ASS 50,Assoc*
31-10-2020,16.243854,-72.102726,NAME XTE POSITION B,HMXB
31-10-2020,16.770275,-71.787588,SSTISAGEMA J010701.43-714712.5,Star
01-11-2020,237.391917,70.348089,0,0
02-11-2020,14.602604,-73.649978,SSTISAGEMA J005823.69-733859.9,Candidate_RGB*
02-11-2020,15.205996,-73.339289,2MASS J01005000-7320175,Candidate_RGB*
02-11-2020,15.787917,-73.026929,2dFS  1742,Star
02-11-2020,14.461187,-71.817115,2MASS J00575010-7149073,Candidate_RGB*
02-11-2020,13.89505,-72.125701,OGLE SMC-LPV-11736,LPV*
02-11-2020,13.947421,-73.347828,2MASS J00554858-7320579,Candidate_RGB*
02-11-2020,16.349438,-72.712987,SSTISAGEMA J010521.23-724242.9,Candidate_RGB*
03-11-2020,11.37,41.902806,RX J0045.4+4154,Nova
03-11-2020,237.391917,70.348089,0,0
04-11-2020,340.726697,29.712317,2MASX J22425351+2943125,Galaxy
10-11-2020,15.883196,-73.637423,2MASS J01033355-7338116,Candidate_RGB*
10-11-2020,16.462783,-73.323182,SSTISAGEMA J010544.85-731902.3,Candidate_RGB*
10-11-2020,16.371613,-72.983569,2MASS J01052928-7259080,Candidate_AGB*
10-11-2020,17.543858,-72.622015,SSTISAGEMA J011010.65-723713.7,Candidate_RGB*
10-11-2020,17.7167,-73.299528,2MASS J01104696-7317541,Candidate_RGB*
10-11-2020,11.37,41.902806,RX J0045.4+4154,Nova
12-11-2020,84.727393,26.315789,HD 245770,HMXB
14-11-2020,18.966675,-73.268358,XMMU J011555.6-731605,AGN_Candidate
14-11-2020,19.70565,-73.553693,XMMU J011847.9-733321,X
14-11-2020,20.211654,-73.229714,LIN 531,Em*
14-11-2020,20.969629,-73.510553,SSTISAGEMA J012348.07-733013.0,Candidate_RGB*
14-11-2020,11.037,41.557347,[AMB2011] HII 2651,HII
15-11-2020,21.450617,-73.183644,SSTISAGEMA J012548.33-731036.0,Candidate_RGB*
15-11-2020,22.226725,-73.459887,SSTISAGEMA J012901.25-732705.4,Star
15-11-2020,17.415212,-72.080672,SSTISAGEMA J010932.85-720432.5,Candidate_RGB*
16-11-2020,16.891554,-72.397542,OGLE SMC-SC11  55592,Star
16-11-2020,334.9625,-48.711111,0,0
16-11-2020,18.080917,-72.371539,SSTISAGEMA J011223.57-722207.8,Star
16-11-2020,21.742062,-32.543177,V* R Scl,C*
16-11-2020,174.811967,17.143669,UGC  6614,LINER
18-11-2020,40.099863,-8.433544,NGC  1042,GinPair
19-11-2020,334.12125,-21.430694,IC 1438,EmG
20-11-2020,10.710708,41.250228,M31N 2013-12a,X
21-11-2020,11.037,41.557347,[AMB2011] HII 2651,HII
23-11-2020,334.9625,-48.711111,0,0
23-11-2020,23.575833,-29.4185,NGC   613,AGN
24-11-2020,356.965417,-30.522,NGC  7755,EmG
26-11-2020,66.502958,-57.200492,LB  1727,Seyfert_1
27-11-2020,174.811967,17.143669,UGC  6614,LINER
28-11-2020,71.427083,-59.247181,[JBC2011] 15,X
29-11-2020,160.990417,11.703806,M  95,GinPair
29-11-2020,46.01,-12.07,[XRP2018] 2,Possible_ClG
02-12-2020,41.579375,-30.274889,NGC  1097,LINER
03-12-2020,25.76,13.645056,NGC   660,Seyfert_2
03-12-2020,37.083792,-31.881028,ESO 415-26,Galaxy
03-12-2020,41.579583,-30.274889,NGC  1097,LINER
04-12-2020,159.862042,47.947111,UGC  5791,GinPair
05-12-2020,110.755833,36.35475,SDSS J072301.42+362117.1,Galaxy
06-12-2020,96.3175,73.577472,V* MU Cam,XB
07-12-2020,175.909583,71.688806,V* DO Dra,DwarfNova
08-12-2020,135.100417,25.614806,UGC  4722,Galaxy
09-12-2020,334.9625,-48.711111,0,0
09-12-2020,351.473333,42.535,NGC  7662,PN
10-12-2020,177.900192,16.664286,2MASX J11513608+1639509,Galaxy
12-12-2020,129.544583,48.634444,0,0
14-12-2020,269.639183,66.632986,NGC  6543,PN
15-12-2020,222.810042,35.542269,UGC  9562,GinPair
16-12-2020,237.391917,70.348089,0,0
18-12-2020,133.703646,20.108511,QSO J0854+2006,BLLac
20-12-2020,170.889833,67.186083,2MASS J11233360+6711102,AGN
23-12-2020,41.579375,-30.274889,NGC  1097,LINER
25-12-2020,13.395554,12.693313,Mrk 1502,Seyfert_1
27-12-2020,197.524333,34.181111,SDSSCGB 6435.1,Galaxy
28-12-2020,17.033625,-15.511869,LEDA  910245,EmG
30-12-2020,243.488246,65.719432,Mrk  876,Seyfert_1
02-01-2021,124.595833,-11.19415,UCAC2  27827162,Star
03-01-2021,161.325,35.320278,SDSS J104518.03+351913.1,Galaxy
04-01-2021,168.950208,29.18825,SDSS J111551.41+291155.7,QSO
04-01-2021,166.805,65.101944,MCG+11-14-003b,LINER
05-01-2021,10.520912,-9.534464,MCG-02-02-091,GinCl
07-01-2021,37.206292,-9.031611,SDSS J022849.51-090153.8,Seyfert_1
08-01-2021,155.885833,10.959722,NGC  3217,RadioG
09-01-2021,166.880125,13.786889,SDSS J110731.23+134712.9,AGN_Candidate
10-01-2021,211.228042,12.704689,[BKD2008] WR 336,PartofG
13-01-2021,211.223833,12.721694,UGC  9002,GinPair
14-01-2021,81.34375,24.2255,RX J0525.3+2413,CataclyV*
15-01-2021,174.55375,12.111944,NGC  3773,HII_G
16-01-2021,185.3865,14.606167,NGC  4298,GinPair
18-01-2021,191.8,13.900356,0,0
18-01-2021,168.950208,29.18825,SDSS J111551.41+291155.7,QSO
19-01-2021,172.54725,44.25525,NVSS J113012+441543,Radio
19-01-2021,182.681792,42.264225,0,0
20-01-2021,197.749458,51.487233,0,0
21-01-2021,80.48575,43.989444,2MASS J05215658+4359220,RGB*
22-01-2021,237.391917,70.348089,0,0
23-01-2021,201.696833,-47.479583,NGC  5139,GlCl
25-01-2021,215.303333,-62.698333,4U 1416-62,HMXB
27-01-2021,225.076875,-82.213694,IC 4499,GlCl
28-01-2021,172.54725,44.25525,NVSS J113012+441543,Radio
29-01-2021,182.681792,42.264225,0,0
30-01-2021,191.282583,45.44025,V* Y CVn,C*
30-01-2021,35.3775,39.366111,[T2015] nest 201849,PairG
02-02-2021,241.110625,40.683042,NGC  6058,PN
03-02-2021,197.749458,51.487233,0,0
04-02-2021,197.202917,-6.7775,NGC  4981,GinGroup
05-02-2021,99.135417,35.595361,V* V647 Aur,XB
06-02-2021,99.135417,35.595361,V* V647 Aur,XB
07-02-2021,114.535292,38.882444,Cl* NGC 2419    BSS     159,BlueStraggler
08-02-2021,129.684375,43.372275,TYC 2981-473-1,Star
10-02-2021,237.391917,70.348089,0,0
11-02-2021,84.395425,-70.194733,OGLE LMC-SC16 236301,RRLyr
11-02-2021,85.457556,-70.170906,2MASS J05415075-7009394,LPV*
11-02-2021,86.516968,-70.140823,2MASS J05460021-7008211,LPV*
11-02-2021,162.097917,-25.162056,[SUA2001] J104823.500-250942.98,Radio
12-02-2021,83.331199,-70.212284,OGLE LMC-LPV-68873,LPV*
12-02-2021,82.265509,-70.223543,OGLE LMC-SC3 233728,RRLyr
12-02-2021,81.198998,-70.228499,2MASS J05244964-7013275,LPV*
12-02-2021,94.992575,-10.637417,HD  44179,post-AGB*
13-02-2021,255.705667,-48.789667,V* V821 Ara,HMXB
13-02-2021,211.591208,22.396254,2MASX J14062191+2223462,Seyfert_1
15-02-2021,193.051921,-13.41472,NGC  4748,Seyfert_1
19-02-2021,191.8,13.900356,0,0
19-02-2021,186.481667,18.213889,NGC  4394,GinPair
20-02-2021,49.897333,-32.846167,CD-33  1173,Pec*
20-02-2021,48.724083,-14.731889,LP  772-81,PM*
21-02-2021,112.672708,24.085167,BD+24  1676,PM*
21-02-2021,87.203075,-68.889408,HD 270171,Star
21-02-2021,205.43575,47.690694,TYC 3466-1150-1,Pec*
21-02-2021,258.537667,58.818389,UGC 10774,LINER
23-02-2021,239.454167,-54.415,2S 1553-542,HMXB
24-02-2021,94.992575,-10.637417,HD  44179,post-AGB*
24-02-2021,220.329917,7.792994,LEDA   84268,Galaxy
26-02-2021,287.442083,-63.857528,NGC  6744,GinGroup
26-02-2021,272.68275,-27.963917,EM* AS  281,Symbiotic*
28-02-2021,274.281375,-56.023356,HD 167128,Be*
28-02-2021,272.462708,-27.766858,IRAS 18067-2746,Em*
02-03-2021,255.705754,-48.789767,V* V821 Ara,HMXB
04-03-2021,246.416125,40.801167,2MASS J16253988+4048041,AGN
05-03-2021,255.754261,-48.604031,0,0
05-03-2021,255.981332,-48.73965,3FGL J1703.9-4843,gamma
05-03-2021,255.899417,-48.972779,0,0
05-03-2021,226.004975,10.437716,Mrk  841,Seyfert_1
06-03-2021,246.416125,40.801167,2MASS J16253988+4048041,AGN
07-03-2021,241.382667,17.80725,2XMM J160531.8+174825,Seyfert_1
08-03-2021,203.100833,11.106389,Mrk  789,AGN
09-03-2021,76.339345,-70.477508,OGLE LMC-RRLYR-4565,RRLyr
09-03-2021,77.417499,-70.50125,OGLE LMC-ECL-8900,EB*
10-03-2021,138.603125,11.940417,2MASS J09142473+1156255,Seyfert_2
10-03-2021,120.999833,9.979667,2MASS J08035997+0958469,Seyfert_2
11-03-2021,80.66219,-70.534169,OGLE LMC-ECL-14091,EB*
11-03-2021,289.625,-60.498889,UCAC2   5473773,Star
13-03-2021,81.744937,-70.532339,EROS2-star lm058-0m-14466,LPV*
